1631935800000.0,0
1631979000000.0,-0.13
1631981700000.0,0.006
1631983500000.0,0.211
1631985300000.0,0.336
1631986800000.0,0.452
1631988600000.0,0.545
1632005700000.0,0.576
1632009900000.0,0.611
1632011400000.0,0.64
1632041280000.0,0.51
1632042600000.0,0.541
1632051600000.0,0.631
1632067500000.0,0.501
1632074100000.0,0.552
1632090960000.0,0.422
1632094800000.0,0.462
1632096900000.0,0.563
1632105900000.0,0.737
1632107700000.0,1.026
1632123300000.0,0.896
1632137400000.0,0.984
1632141000000.0,1.181
1632154200000.0,1.232
1632165660000.0,1.335
1632179700000.0,1.205
1632183600000.0,1.382
1632196860000.0,1.484
1632198360000.0,1.354
1632230100000.0,1.224
1632233400000.0,1.303
1632236100000.0,1.173
1632245100000.0,1.246
1632255300000.0,1.277
1632256800000.0,1.47
1632258900000.0,1.552
1632286800000.0,1.608
1632307200000.0,1.649
1632309360000.0,1.519
1632310800000.0,1.56
1632331320000.0,1.43
1632374700000.0,1.487
1632386100000.0,1.527
1632392460000.0,1.568
1632397980000.0,1.643
1632409860000.0,1.763
1632412500000.0,1.847
1632424440000.0,1.926
1632444600000.0,1.796
1632446460000.0,1.666
1632448800000.0,1.712
1632460800000.0,1.582
1632474300000.0,1.666
1632475800000.0,2.018
1632497700000.0,2.049
1632534240000.0,1.959
1632558360000.0,2.033
1632582300000.0,2.117
1632617640000.0,1.987
1632621360000.0,2.018
1632635880000.0,1.867
1632638100000.0,1.737
1632639600000.0,1.789
1632641100000.0,1.863
1632642660000.0,1.733
1632645300000.0,1.603
1632663900000.0,1.802
1632675060000.0,1.836
1632679260000.0,1.879
1632697200000.0,1.924
1632712740000.0,1.952
1632714300000.0,2.04
1632717060000.0,2.102
1632718560000.0,2.166
1632726900000.0,2.227
1632728820000.0,2.304
1632744960000.0,2.174
1632746940000.0,2.307
1632754980000.0,2.374
1632756600000.0,2.468
1632761700000.0,2.503
1632786360000.0,2.373
1632788280000.0,2.578
1632810000000.0,2.631
1632814200000.0,2.667
1632834060000.0,2.704
1632837420000.0,2.765
1632838860000.0,2.836
1632841860000.0,2.903
1632872880000.0,2.773
1632886380000.0,2.856
1632890160000.0,2.899
1632906360000.0,2.941
1632933660000.0,3.017
1632946800000.0,3.049
1633013700000.0,2.919
1633029360000.0,2.951
1633056060000.0,3.012
1633057860000.0,3.071
1633074720000.0,3.168
1633076400000.0,3.214
1633079220000.0,3.294
1633094520000.0,3.349
1633096260000.0,3.219
1633097820000.0,3.089
1633099260000.0,2.959
1633101420000.0,3.059
1633141800000.0,3.14
1633163160000.0,3.2
1633206780000.0,3.274
1633218000000.0,3.362
1633222200000.0,3.232
1633255800000.0,3.264
1633271400000.0,3.44
1633275600000.0,3.485
1633284960000.0,3.355
1633286400000.0,3.413
1633295700000.0,3.484
1633308000000.0,3.354
1633309920000.0,3.388
1633341960000.0,3.433
1633346760000.0,3.303
1633359120000.0,3.409
1633378680000.0,3.29
1633439460000.0,3.346
1633443960000.0,3.479
1633482900000.0,3.527
1633493400000.0,3.397
1633508700000.0,3.506
1633553400000.0,3.534
1633566600000.0,3.597
1633570500000.0,3.688
1633585620000.0,3.747
1633599060000.0,3.617
1633617600000.0,3.487
1633694400000.0,3.357
1633753560000.0,3.428
1633768980000.0,3.471
1633797900000.0,3.341
1633828380000.0,3.211
1633830120000.0,3.26
1633859760000.0,3.3
1633899900000.0,3.17
1633910700000.0,3.213
1633950480000.0,3.083
1633977780000.0,3.132
1633982700000.0,3.186
1634000700000.0,3.056
1634010600000.0,3.095
1634032560000.0,2.965
1634034060000.0,3.041
1634053140000.0,2.911
1634054700000.0,2.944
1634057340000.0,2.985
1634093160000.0,2.855
1634094960000.0,2.725
1634096460000.0,2.763
1634104200000.0,2.813
1634157960000.0,2.723
1634198280000.0,2.595
1634215560000.0,2.664
1634233080000.0,2.713
1634257920000.0,2.748
1634260500000.0,2.826
1634262660000.0,2.942
1634271240000.0,2.812
1634272800000.0,2.856
1634285820000.0,2.884
1634287260000.0,2.939
1634349000000.0,2.809
1634389200000.0,2.876
1634390820000.0,2.915
1634430900000.0,2.948
1634485620000.0,2.983
1634502300000.0,3.021
1634653860000.0,3.056
1634761500000.0,3.11
1634817360000.0,2.98
1634818500000.0,3.064
1634830200000.0,3.162
1634884920000.0,3.214
1634912640000.0,3.124
1635077100000.0,3.034
1635078120000.0,3.123
1635089100000.0,3.19
1635286200000.0,3.272
1635288900000.0,3.142
1635300420000.0,3.012
1635307500000.0,3.124
1635314340000.0,3.176
1635315720000.0,3.244
1635318660000.0,3.272
1635321360000.0,3.324
1635343800000.0,3.385
1635362100000.0,3.498
1635363900000.0,3.53
1635377400000.0,3.627
1635395100000.0,3.672
1635401700000.0,3.542
1635420060000.0,3.589
1635446700000.0,3.777
1635486300000.0,3.647
1635509160000.0,3.757
1635529320000.0,3.922
1635530700000.0,3.956
1635532620000.0,3.826
1635534600000.0,3.874
1635562500000.0,4.001
1635564420000.0,3.871
1635565500000.0,3.741
1635567840000.0,3.802
1635570000000.0,3.842
1635584760000.0,3.933
1635611460000.0,3.803
1635621360000.0,3.848
1635625080000.0,3.878
1635626760000.0,3.934
1635648300000.0,3.804
1635650160000.0,3.841
1635653520000.0,3.711
1635655680000.0,3.757
1635669000000.0,3.787
1635675300000.0,3.657
1635682320000.0,3.717
1635686700000.0,3.587
1635705300000.0,3.628
1635735960000.0,3.677
1635737160000.0,3.547
1635738660000.0,3.417
1635776040000.0,3.327
1635801420000.0,3.368
1635813720000.0,3.425
1635822000000.0,3.456
1635851580000.0,3.497
1635871500000.0,3.531
1635883560000.0,3.563
1635910980000.0,3.433
1635914460000.0,3.303
1635915720000.0,3.333
1635928560000.0,3.374
1635938160000.0,3.428
1635943560000.0,3.298
1635988620000.0,3.33
1636016820000.0,3.382
1636037820000.0,3.252
1636039260000.0,3.122
1636125000000.0,3.193
1636183980000.0,3.286
1636196700000.0,3.466
1636458000000.0,3.509
1636470060000.0,3.379
1636574340000.0,3.249
1636577760000.0,3.119
1636579500000.0,3.559
1636595220000.0,3.621
1636701300000.0,3.655
1636711200000.0,3.525
1636735620000.0,3.566
1636795800000.0,3.663
1636807200000.0,3.718
1636828800000.0,3.946
1636834500000.0,3.986
1636840200000.0,4.022
1636861380000.0,4.074
1636877580000.0,4.114
1636903500000.0,4.274
1636906140000.0,4.144
1636908600000.0,4.208
1636911180000.0,4.088
1636966200000.0,4.129
1636970160000.0,4.169
1636972260000.0,4.227
1636974000000.0,4.259
1636985700000.0,4.288
1637014200000.0,4.337
1637025300000.0,4.651
1637037960000.0,4.521
1637046900000.0,4.568
1637057400000.0,4.817
1637068260000.0,4.848
1637071500000.0,4.718
1637080800000.0,4.588
1637086500000.0,4.723
1637088780000.0,4.79
1637107800000.0,4.866
1637144400000.0,4.963
1637168100000.0,4.833
1637186400000.0,5.158
1637193300000.0,5.028
1637194800000.0,5.2
1637241600000.0,5.287
1637243760000.0,5.157
1637245260000.0,5.275
1637248800000.0,5.306
1637250900000.0,5.176
1637259900000.0,5.41
1637287200000.0,5.28
1637290500000.0,5.445
1637305800000.0,5.474
1637311800000.0,5.635
1637325600000.0,5.676
1637357700000.0,5.797
1637359860000.0,5.873
1637391900000.0,5.959
1637415300000.0,6.029
1637419800000.0,6.114
1637430000000.0,6.291
1637432160000.0,6.38
1637434500000.0,6.25
1637445900000.0,6.378
1637448360000.0,6.248
1637472660000.0,6.118
1637483100000.0,6.32
1637496900000.0,6.37
1637500860000.0,6.24
1637502300000.0,6.11
1637512200000.0,6.157
1637522520000.0,6.218
1637524200000.0,6.289
1637527200000.0,6.359
1637528700000.0,6.62
1637550900000.0,6.683
1637552400000.0,6.553
1637555400000.0,6.588
1637557200000.0,6.657
1637588040000.0,6.915
1637606340000.0,6.995
1637607660000.0,6.865
1637609400000.0,6.995
1637622900000.0,7.167
1637624760000.0,7.211
1637626260000.0,7.081
1637634900000.0,7.152
1637637060000.0,7.201
1637651760000.0,7.071
1637665500000.0,7.159
1637667120000.0,7.029
1637671860000.0,6.899
1637680860000.0,6.769
1637709180000.0,6.829
1637711400000.0,6.871
1637742000000.0,6.926
1637744460000.0,7.062
1637747100000.0,6.932
1637748600000.0,7.021
1637789400000.0,7.089
1637801100000.0,6.959
1637807100000.0,7.043
1637811960000.0,7.093
1637834700000.0,7.174
1637845500000.0,7.286
1637859000000.0,7.498
1637860500000.0,7.722
1637874300000.0,7.773
1637875800000.0,7.884
1637892900000.0,7.754
1637908500000.0,7.823
1637915100000.0,7.693
1637927700000.0,7.853
1637941500000.0,8.04
1637964000000.0,8.138
1637966100000.0,8.008
1637969400000.0,8.046
1637971500000.0,7.916
1637986260000.0,7.981
1637991960000.0,7.851
1637994300000.0,8.004
1638024000000.0,8.065
1638025500000.0,8.143
1638033060000.0,8.219
1638034800000.0,8.089
1638045840000.0,7.959
1638056880000.0,7.998
1638063960000.0,8.072
1638065460000.0,8.159
1638066900000.0,8.029
1638088860000.0,7.899
1638117000000.0,7.954
1638133200000.0,8.032
1638136500000.0,8.064
1638148920000.0,8.154
1638162060000.0,8.201
1638164220000.0,8.071
1638168000000.0,7.941
1638179100000.0,8.038
1638193800000.0,8.072
1638213060000.0,8.125
1638225900000.0,7.995
1638229500000.0,8.037
1638241800000.0,8.151
1638243300000.0,8.021
1638277800000.0,8.059
1638326460000.0,7.929
1638327660000.0,8.023
1638346200000.0,8.065
1638353820000.0,8.098
1638386100000.0,8.128
1638406200000.0,8.19
1638407760000.0,8.238
1638409200000.0,8.285
1638499500000.0,8.543
1638540300000.0,8.639
1638543420000.0,8.509
1638547080000.0,8.554
1638559800000.0,8.622
1638561600000.0,8.492
1638572520000.0,8.554
1638577860000.0,8.424
1638579300000.0,8.551
1638592800000.0,8.592
1638594300000.0,8.96
1638595800000.0,9.437
1638597600000.0,9.718
1638616200000.0,9.776
1638617700000.0,9.835
1638636600000.0,9.705
1638638100000.0,9.769
1638641100000.0,9.87
1638664500000.0,10.016
1638670200000.0,10.062
1638671760000.0,10.091
1638695160000.0,9.961
1638710400000.0,10.003
1638713100000.0,10.046
1638714600000.0,10.134
1638717060000.0,10.197
1638718500000.0,10.067
1638730920000.0,9.937
1638732180000.0,9.978
1638733500000.0,10.028
1638751800000.0,10.123
1638753660000.0,10.189
1638766560000.0,10.271
1638770400000.0,10.304
1638773820000.0,10.174
1638775800000.0,10.327
1638784800000.0,10.357
1638787020000.0,10.227
1638789000000.0,10.289
1638798660000.0,10.45
1638801600000.0,10.523
1638803460000.0,10.604
1638813420000.0,10.649
1638815100000.0,10.682
1638831900000.0,10.821
1638837420000.0,10.863
1638839400000.0,10.93
1638840960000.0,10.967
1638843480000.0,11.047
1638844800000.0,11.111
1638877560000.0,11.184
1638879900000.0,11.229
1638894180000.0,11.264
1638895620000.0,11.309
1638899400000.0,11.359
1638908700000.0,11.445
1638935400000.0,11.51
1638960300000.0,11.614
1639016400000.0,11.524
1639019580000.0,11.434
1639058820000.0,11.304
1639072800000.0,11.462
1639074360000.0,11.332
1639076040000.0,11.388
1639093680000.0,11.258
1639095000000.0,11.427
1639117800000.0,11.297
1639119600000.0,11.167
1639121460000.0,11.037
1639122660000.0,11.066
1639147860000.0,11.233
1639153200000.0,11.274
1639175760000.0,11.302
1639181700000.0,11.372
1639184760000.0,11.406
1639213920000.0,11.276
1639216740000.0,11.352
1639228080000.0,11.222
1639249500000.0,11.265
1639251000000.0,11.33
1639264560000.0,11.381
1639295460000.0,11.251
1639298700000.0,11.4
1639321620000.0,11.27
1639356300000.0,11.14
1639357860000.0,11.01
1639359360000.0,11.089
1639360800000.0,11.149
1639381860000.0,11.185
1639402080000.0,11.223
1639405080000.0,11.133
1639406160000.0,11.246
1639408860000.0,11.292
1639423920000.0,11.162
1639438500000.0,11.194
1639440300000.0,11.266
1639464300000.0,11.337
1639478700000.0,11.384
1639499700000.0,11.414
1639502280000.0,11.48
1639522560000.0,11.531
1639524960000.0,11.585
1639533480000.0,11.632
1639535640000.0,11.676
1639573260000.0,11.734
1639581900000.0,11.766
1639583400000.0,11.636
1639584900000.0,11.682
1639608060000.0,11.772
1639626300000.0,11.805
